Pos,ID,Name,BV,SV,Team,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,Elite%
M,349,Grealish,6.4,6.4,Man City,51,2.86,51,3.23,48,3.00,42,3.16,40,2.39,42,2.25,43,2.57,43,2.02,43,2.75,44,2.50,40,2.48,40,2.22,0.00
D,350,Gvardiol,5.9,5.9,Man City,85,3.58,80,4.33,75,4.03,69,4.21,66,3.23,64,2.82,66,3.06,64,2.15,64,3.68,66,3.20,64,3.16,64,2.89,0.09
F,351,Haaland,15.3,15.3,Man City,89,6.72,85,7.56,81,6.85,79,8.46,77,5.98,77,5.34,77,6.25,77,4.58,75,6.83,76,5.59,77,6.31,75,5.18,0.74
F,352,J.Alvarez,7.0,7.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,353,João Cancelo,5.3,5.3,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,354,Kovačić,5.5,5.5,Man City,67,2.48,65,2.65,59,2.41,53,2.46,50,2.02,52,1.96,52,2.08,53,1.83,52,2.21,49,1.94,50,2.02,49,1.88,0.00
D,355,Lewis,4.7,4.7,Man City,70,2.98,65,3.49,60,3.24,50,3.04,44,2.19,47,2.12,44,2.02,46,1.62,44,2.52,47,2.30,47,2.36,45,2.04,0.09
M,356,Matheus N.,4.9,4.9,Man City,23,1.14,26,1.40,22,1.20,19,1.16,17,0.89,18,0.92,19,0.97,19,0.88,21,1.18,20,1.03,19,1.03,18,0.93,0.00
M,357,McAtee,4.8,4.8,Man City,7,0.52,10,0.77,12,0.84,10,0.83,9,0.65,9,0.63,9,0.67,9,0.58,11,0.79,10,0.69,8,0.63,7,0.53,0.00
G,358,Ortega Moreno,5.3,5.3,Man City,2,0.09,4,0.19,6,0.26,7,0.34,6,0.27,7,0.28,7,0.29,8,0.28,7,0.34,8,0.36,9,0.38,8,0.34,0.00
M,359,Phillips,5.0,5.0,Ipswich,45,1.43,68,1.96,66,2.15,65,1.90,63,2.10,62,1.68,61,1.84,62,1.84,61,1.91,60,1.91,60,1.83,58,1.77,0.00
M,360,Rodrigo,6.4,6.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,361,Rúben,5.5,5.5,Man City,77,2.99,73,3.62,66,3.35,62,3.44,62,2.82,61,2.53,59,2.49,60,1.90,58,3.06,62,2.83,57,2.58,62,2.61,0.00
D,362,Stones,5.4,5.4,Man City,48,1.94,54,2.79,53,2.76,50,2.95,47,2.29,47,2.04,48,2.18,51,1.72,48,2.69,47,2.25,49,2.40,47,2.06,0.00
D,363,Walker,5.3,5.3,Man City,59,2.31,61,3.04,58,2.93,54,3.07,53,2.41,53,2.22,54,2.31,53,1.68,54,2.90,50,2.33,52,2.42,52,2.22,0.00
M,364,Amad,5.0,5.0,Man Utd,55,2.91,54,2.66,48,2.90,49,2.56,49,2.67,49,3.05,48,2.70,50,3.16,48,1.91,49,2.87,47,1.80,50,3.07,0.00
M,365,Antony,5.8,5.8,Man Utd,8,0.54,9,0.56,10,0.67,12,0.71,13,0.78,13,0.83,14,0.87,15,0.96,16,0.74,15,0.91,15,0.67,16,1.05,0.00
M,366,B.Fernandes,8.3,8.3,Man Utd,85,5.09,84,4.47,83,5.61,83,4.77,82,5.07,82,5.84,80,4.93,80,5.69,79,3.26,80,5.34,78,3.08,79,5.41,0.53
G,367,Bayindir,4.4,4.4,Man Utd,1,0.05,2,0.07,3,0.12,4,0.15,4,0.15,4,0.16,4,0.15,5,0.21,4,0.12,4,0.17,4,0.12,5,0.20,0.00
M,368,Casemiro,4.9,4.9,Man Utd,24,1.03,24,0.97,25,1.15,26,1.09,26,1.09,28,1.27,28,1.18,29,1.32,29,1.01,28,1.28,30,1.02,29,1.33,0.00
D,369,Dalot,5.0,5.0,Man Utd,91,2.91,85,2.68,79,3.53,76,2.65,75,2.55,75,3.73,73,3.03,73,3.52,74,1.66,72,3.27,72,1.26,73,3.20,0.00
M,370,Eriksen,5.4,5.4,Man Utd,33,1.68,27,1.32,24,1.40,25,1.30,25,1.36,27,1.55,27,1.44,30,1.78,28,1.20,31,1.74,29,1.20,30,1.72,0.00
D,371,Evans,4.4,4.4,Man Utd,2,0.05,2,0.07,2,0.06,2,0.07,2,0.07,3,0.10,2,0.07,3,0.10,4,0.10,3,0.10,3,0.07,4,0.13,0.00
M,372,Garnacho,6.3,6.3,Man Utd,62,3.24,62,3.02,69,4.08,66,3.42,67,3.52,67,4.14,67,3.67,65,4.01,66,2.49,67,3.86,68,2.41,65,3.87,0.01
M,373,Hannibal,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,374,Heaton,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,375,Højlund,6.9,6.9,Man Utd,31,1.89,32,1.84,38,2.56,38,2.21,37,2.24,39,2.62,38,2.33,38,2.63,40,1.76,38,2.46,38,1.64,39,2.60,0.00
D,376,Lindelof,4.3,4.3,Man Utd,5,0.16,11,0.34,8,0.32,9,0.29,10,0.31,10,0.43,9,0.33,11,0.46,11,0.30,11,0.44,12,0.28,13,0.49,0.00
D,377,Maguire,4.9,4.9,Man Utd,27,0.87,28,0.90,26,1.05,26,0.91,29,0.98,32,1.49,31,1.26,31,1.43,31,0.76,32,1.39,32,0.62,30,1.24,0.00
M,378,Mainoo,5.3,5.3,Man Utd,82,2.54,78,2.33,76,2.58,76,2.36,73,2.33,70,2.50,70,2.29,70,2.49,70,1.84,70,2.39,71,1.80,69,2.38,0.00
D,379,Malacia,4.4,4.4,Man Utd,0,0.00,0,0.00,4,0.16,10,0.36,12,0.45,12,0.56,13,0.54,13,0.59,12,0.35,14,0.61,14,0.34,14,0.58,0.00
D,380,Martinez,4.5,4.5,Man Utd,86,2.44,82,2.32,80,3.13,77,2.41,74,2.23,71,3.15,73,2.77,71,3.06,69,1.44,69,2.88,70,1.14,69,2.70,0.00
M,381,McTominay,4.9,4.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,382,Mount,6.3,6.3,Man Utd,24,1.36,26,1.35,27,1.65,29,1.52,31,1.68,32,1.96,32,1.77,32,1.90,32,1.36,32,1.86,32,1.29,31,1.87,0.00
G,383,Onana,5.0,5.0,Man Utd,94,3.33,93,3.28,92,3.59,91,3.31,91,3.20,91,3.79,91,3.54,90,3.71,91,3.00,91,3.64,91,2.94,90,3.52,0.00
M,384,Pellistri,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,385,Rashford,6.9,6.9,Man Utd,62,3.75,63,3.47,60,4.18,59,3.58,58,3.68,57,4.19,58,3.79,58,4.33,57,2.53,57,3.98,57,2.43,56,4.00,0.00
M,386,Sancho,6.3,6.3,Chelsea,54,3.02,53,3.08,54,2.36,53,3.04,0,0.00,52,2.33,52,2.92,51,2.92,50,3.01,52,2.49,53,3.15,53,2.96,0.00
D,387,Shaw,4.9,4.9,Man Utd,0,0.00,18,0.61,69,3.08,69,2.39,68,2.35,67,3.30,68,2.86,66,3.16,67,1.53,66,3.04,66,1.21,65,2.87,0.00
D,388,Wan-Bissaka,4.5,4.5,West Ham,78,2.11,76,3.01,75,1.26,73,2.04,72,2.13,72,2.79,70,1.45,72,1.70,70,2.27,71,2.85,70,1.90,70,2.11,0.00
F,389,Zirkzee,6.9,6.9,Man Utd,59,3.34,56,2.85,51,3.28,50,2.76,52,3.00,50,3.30,51,3.04,50,3.32,48,2.02,50,3.02,51,2.01,51,3.19,0.00
D,390,A.Murphy,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,1,0.04,1,0.04,1,0.04,1,0.04,0.00
M,391,Almirón,5.7,5.7,Newcastle,11,0.57,9,0.57,10,0.61,9,0.52,9,0.51,10,0.60,11,0.68,10,0.58,10,0.56,11,0.64,12,0.76,11,0.64,0.00
M,392,Barnes,6.5,6.5,Newcastle,67,2.95,62,3.43,58,3.40,58,2.87,57,2.64,55,3.00,56,3.52,56,3.02,56,2.84,58,3.16,59,3.78,55,3.26,0.00
D,393,Botman,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,394,Bruno G.,6.3,6.3,Newcastle,90,2.76,87,3.16,84,3.24,84,2.73,82,2.56,81,2.90,80,3.33,81,2.80,81,2.67,78,2.81,77,3.29,77,3.00,0.00
D,395,Burn,4.5,4.5,Newcastle,86,1.79,81,2.89,78,2.60,77,1.65,73,1.93,73,2.42,73,2.68,72,2.24,73,1.75,71,2.18,73,3.07,73,2.65,0.01
G,396,Dúbravka,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,397,Fraser,4.9,4.9,Southampton,42,1.82,35,1.29,31,1.63,28,1.08,30,1.59,31,1.42,29,1.26,29,1.25,30,1.42,28,1.24,27,1.25,27,1.23,0.00
M,398,Gordon,7.3,7.3,Newcastle,87,3.73,85,4.33,80,4.23,80,3.57,81,3.28,78,3.84,79,4.60,78,3.71,79,3.55,75,3.76,76,4.66,77,4.19,0.09
D,399,Hall,4.3,4.3,Newcastle,35,0.97,40,1.65,42,1.65,40,1.09,42,1.31,43,1.62,43,1.84,43,1.54,42,1.22,43,1.54,41,2.02,43,1.81,0.08
M,400,Hayden,4.5,4.5,Newcastle,2,0.10,4,0.25,5,0.29,5,0.27,5,0.27,6,0.31,6,0.32,8,0.38,9,0.38,8,0.38,8,0.40,8,0.38,0.00
F,401,Isak,8.3,8.3,Newcastle,58,2.87,86,5.24,83,5.40,77,4.18,75,3.78,75,4.36,74,5.30,72,4.17,72,4.05,72,4.20,73,5.38,73,4.62,0.35
M,402,J.Murphy,5.2,5.2,Newcastle,47,2.00,40,2.07,41,2.16,37,1.75,37,1.69,37,1.90,36,2.12,40,1.99,37,1.79,37,1.91,36,2.17,39,2.06,0.01
M,403,Joelinton,6.0,6.0,Newcastle,69,2.37,64,2.62,60,2.55,56,2.06,54,1.86,55,2.20,53,2.44,53,2.12,52,1.97,53,2.13,55,2.69,54,2.36,0.00
D,404,Kelly,4.5,4.5,Newcastle,53,1.33,51,1.96,51,1.86,52,1.28,50,1.51,52,1.84,51,2.00,53,1.80,51,1.37,52,1.74,52,2.31,52,2.01,0.00
D,405,Krafth,4.5,4.5,Newcastle,12,0.25,14,0.46,17,0.53,18,0.39,21,0.58,18,0.57,22,0.79,19,0.57,21,0.52,23,0.71,24,0.97,23,0.80,0.00
M,406,Kuol,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.10,1,0.12,1,0.10,0,0.00,1,0.12,2,0.16,2,0.18,0.00
D,407,Lascelles,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,408,Lewis,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,409,Livramento,4.5,4.5,Newcastle,43,1.24,43,1.78,40,1.63,41,1.17,43,1.42,42,1.62,44,1.90,43,1.59,45,1.36,44,1.66,45,2.21,45,1.94,0.00
M,410,Longstaff,4.8,4.8,Newcastle,39,1.39,37,1.50,33,1.40,36,1.34,38,1.37,38,1.49,39,1.64,36,1.43,36,1.36,38,1.49,37,1.66,38,1.58,0.00
M,411,Miley,5.0,5.0,Newcastle,0,0.00,0,0.00,3,0.15,6,0.29,8,0.34,8,0.39,9,0.48,9,0.43,9,0.41,10,0.46,10,0.53,9,0.46,0.00
G,412,Odysseas,4.4,4.4,Newcastle,0,0.00,1,0.05,2,0.08,3,0.10,3,0.10,2,0.08,4,0.14,4,0.13,4,0.15,4,0.13,4,0.18,4,0.16,0.00
G,413,Pope,5.0,5.0,Newcastle,94,3.09,94,3.55,93,3.38,92,3.07,91,3.13,92,3.39,91,3.37,91,3.25,90,3.00,90,3.24,90,3.62,90,3.42,0.00
G,414,Ruddy,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,415,Schär,5.4,5.4,Newcastle,91,1.94,87,3.14,85,2.91,85,1.80,82,2.18,82,2.71,80,3.03,79,2.46,78,1.87,79,2.50,79,3.49,78,2.94,0.00
D,416,Targett,4.0,4.0,Newcastle,0,0.00,0,0.00,2,0.07,2,0.05,2,0.06,2,0.10,3,0.13,3,0.11,3,0.12,3,0.10,3,0.12,3,0.13,0.00
M,417,Tonali,5.5,5.5,Newcastle,47,1.63,55,2.16,64,2.50,63,2.15,61,2.06,59,2.23,59,2.51,62,2.30,61,2.15,60,2.24,61,2.64,59,2.39,0.00
D,418,Trippier,5.7,5.7,Newcastle,62,1.75,63,2.81,66,2.91,65,1.88,64,2.15,64,2.68,62,3.05,63,2.54,62,1.95,63,2.51,61,3.42,60,2.81,0.00
M,419,White,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,420,Willock,4.8,4.8,Newcastle,31,1.33,31,1.52,29,1.50,30,1.37,31,1.34,31,1.49,30,1.59,31,1.48,32,1.46,33,1.57,31,1.75,33,1.69,0.00
F,421,Wilson,6.9,6.9,Newcastle,0,0.00,0,0.00,13,0.94,26,1.61,31,1.76,33,2.12,34,2.55,33,2.08,33,2.05,34,2.22,33,2.65,35,2.39,0.00
D,422,Aina,4.5,4.5,Nott'm Forest,81,3.19,79,1.88,76,2.97,74,2.70,74,2.83,75,2.35,75,1.44,73,3.25,73,1.08,73,1.74,78,2.60,71,2.18,0.01
M,423,Anderson,5.0,5.0,Nott'm Forest,72,2.73,68,2.19,58,2.24,57,2.13,70,2.54,57,2.15,54,1.68,54,2.33,52,1.56,53,1.81,53,2.06,51,1.90,0.00
F,424,Awoniyi,5.7,5.7,Nott'm Forest,15,0.98,16,0.90,14,0.89,15,0.90,16,1.09,16,1.05,17,0.83,17,1.20,16,0.78,16,0.89,17,1.07,15,0.94,0.00
D,425,Boly,4.4,4.4,Nott'm Forest,16,0.65,27,0.73,24,0.97,29,1.05,26,1.02,26,0.87,28,0.64,30,1.34,28,0.53,27,0.74,29,1.02,30,1.00,0.00
M,426,Bowler,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,427,C.Miguel,4.3,4.3,Nott'm Forest,1,0.05,2,0.09,3,0.12,4,0.17,5,0.20,4,0.16,4,0.13,5,0.21,6,0.19,6,0.19,6,0.21,5,0.18,0.00
M,428,Da Silva Moreira,4.5,4.5,Nott'm Forest,1,0.12,2,0.17,2,0.13,2,0.12,6,0.40,3,0.22,3,0.17,2,0.15,1,0.10,2,0.13,2,0.17,1,0.10,0.00
M,429,Danilo,4.8,4.8,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,15,0.56,0.00
F,430,Dennis,4.9,4.9,Nott'm Forest,0,0.00,1,0.10,0,0.00,1,0.10,3,0.25,2,0.14,2,0.14,2,0.15,2,0.12,2,0.13,2,0.13,2,0.15,0.00
M,431,Dominguez,4.9,4.9,Nott'm Forest,26,1.09,30,1.09,21,0.90,24,0.97,38,1.49,25,1.01,21,0.78,16,0.76,15,0.59,15,0.63,18,0.77,13,0.55,0.00
M,432,Elanga,5.3,5.3,Nott'm Forest,63,3.10,61,2.50,52,2.60,53,2.53,57,2.95,51,2.53,51,1.86,51,2.86,50,1.79,48,2.08,49,2.42,50,2.31,0.00
M,433,Gibbs-White,6.3,6.3,Nott'm Forest,0,0.00,0,0.00,78,3.71,77,3.47,77,4.02,75,3.51,72,2.42,71,3.86,71,2.27,70,2.78,69,3.29,69,2.99,0.06
M,434,Hudson-Odoi,5.4,5.4,Nott'm Forest,77,3.55,74,2.75,66,3.09,66,2.84,67,3.17,65,2.92,64,2.15,63,3.26,63,2.07,64,2.46,63,2.82,63,2.62,0.00
M,435,Mighten,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,436,Murillo,4.5,4.5,Nott'm Forest,91,3.22,86,1.82,85,2.93,82,2.70,82,2.79,80,2.25,80,1.38,78,3.17,79,0.99,78,1.65,78,2.43,78,2.18,0.00
D,437,N.Williams,4.5,4.5,Nott'm Forest,37,1.49,42,1.06,43,1.68,42,1.54,42,1.58,42,1.36,43,0.91,46,2.01,44,0.73,45,1.15,66,2.21,45,1.43,0.00
D,438,O.Richards,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,439,O'Brien,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,440,Omobamidele,4.4,4.4,Nott'm Forest,5,0.17,4,0.11,5,0.20,5,0.18,7,0.25,8,0.24,8,0.17,9,0.33,9,0.16,10,0.23,10,0.29,8,0.23,0.00
D,441,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,442,Sangaré,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,21,0.65,47,1.71,56,1.51,57,1.68,55,1.82,53,1.67,0.05
G,443,Sels,4.5,4.5,Nott'm Forest,94,3.61,92,3.10,92,3.46,91,3.42,90,3.30,90,3.09,91,2.93,89,3.54,89,2.85,89,3.01,89,3.17,90,3.14,0.00
D,444,Toffolo,4.4,4.4,Nott'm Forest,8,0.32,9,0.27,10,0.38,11,0.42,13,0.53,12,0.44,12,0.30,12,0.54,12,0.26,12,0.35,31,1.15,11,0.40,0.00
G,445,Turner,4.0,4.0,Crystal Palace,1,0.05,2,0.08,0,0.00,4,0.14,4,0.14,4,0.17,4,0.15,4,0.16,4,0.17,3,0.10,5,0.17,4,0.14,0.01
F,446,Ui-jo,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,447,Wood,6.2,6.2,Nott'm Forest,83,4.54,80,3.58,78,4.19,77,3.86,77,4.14,76,4.04,74,2.74,74,4.42,75,2.63,75,3.32,74,3.86,76,3.63,0.07
D,448,Worrall,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,449,Yates,5.0,5.0,Nott'm Forest,78,2.67,75,2.16,73,2.49,71,2.33,74,2.51,68,2.24,60,1.67,50,1.95,45,1.32,46,1.50,46,1.62,43,1.51,0.00
M,450,Alcaraz,4.9,4.9,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,451,Amo-Ameyaw,4.5,4.5,Southampton,0,0.00,1,0.09,2,0.12,0,0.00,1,0.12,2,0.15,2,0.13,2,0.17,3,0.22,2,0.14,2,0.15,2,0.16,0.00
M,452,Aribo,4.9,4.9,Southampton,30,1.19,33,1.13,31,1.37,28,0.98,24,1.11,26,1.10,30,1.15,29,1.09,38,1.43,30,1.13,30,1.19,31,1.17,0.00
F,453,Armstrong,5.3,5.3,Southampton,29,1.72,31,1.40,31,2.04,30,1.31,32,2.15,32,1.90,30,1.62,31,1.63,33,1.92,31,1.64,31,1.80,32,1.77,0.11
G,454,Bazunu,4.4,4.4,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,455,Bednarek,4.0,4.0,Southampton,91,1.75,87,1.06,83,2.71,83,0.48,81,2.58,80,2.07,79,1.08,79,1.29,77,1.41,77,1.26,76,1.26,75,1.61,0.01
D,456,Bella-Kotchap,4.0,4.0,Southampton,15,0.41,5,0.10,6,0.22,8,0.13,9,0.31,9,0.29,12,0.26,10,0.26,10,0.28,10,0.26,11,0.29,14,0.41,0.00
D,457,Bree,4.0,4.0,Southampton,2,0.07,3,0.09,4,0.15,4,0.08,4,0.18,4,0.17,5,0.15,5,0.16,4,0.14,5,0.15,5,0.17,4,0.14,0.00
M,458,Charles,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,459,Edozie,4.9,4.9,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,460,Edwards,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,461,Harwood-Bellis,4.0,4.0,Southampton,90,1.85,77,1.08,72,2.47,72,0.54,72,2.37,68,1.88,69,1.06,68,1.23,69,1.41,68,1.24,68,1.27,67,1.58,0.18
M,462,Kamaldeen,5.0,5.0,Southampton,0,0.00,0,0.00,2,0.13,4,0.22,5,0.36,6,0.37,7,0.38,6,0.36,9,0.49,8,0.43,8,0.43,7,0.40,0.00
M,463,Lallana,5.0,5.0,Southampton,55,1.95,50,1.55,37,1.58,35,1.16,34,1.45,33,1.32,34,1.27,36,1.32,45,1.65,37,1.34,34,1.32,35,1.31,0.00
D,464,Larios,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,465,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
G,466,Lumley,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.02
D,467,Manning,4.4,4.4,Southampton,9,0.28,8,0.21,10,0.43,11,0.20,12,0.53,13,0.48,14,0.39,15,0.43,15,0.49,16,0.45,13,0.41,16,0.55,0.00
F,468,Mara,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,469,McCarthy,4.5,4.5,Southampton,1,0.05,3,0.08,2,0.06,3,0.10,3,0.13,6,0.20,6,0.18,6,0.19,6,0.20,5,0.17,6,0.20,5,0.18,0.01
F,470,Onuachu,4.9,4.9,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,471,Smallbone,5.0,5.0,Southampton,0,0.00,0,0.00,20,0.89,40,1.28,47,2.02,46,1.89,45,1.64,43,1.55,54,1.99,46,1.65,49,1.85,47,1.73,0.00
D,472,Stephens,4.0,4.0,Southampton,0,0.00,44,0.68,46,1.57,48,0.40,45,1.49,49,1.34,45,0.72,49,0.88,51,1.00,48,0.87,49,0.92,52,1.19,0.00
F,473,Stewart,4.6,4.6,Southampton,22,1.33,24,1.10,25,1.60,25,1.10,24,1.52,24,1.45,27,1.40,26,1.37,28,1.57,26,1.39,26,1.47,27,1.43,0.04
D,474,Sugawara,4.5,4.5,Southampton,78,2.21,73,1.39,73,3.19,72,0.82,71,2.93,71,2.47,70,1.46,70,1.66,70,1.88,69,1.66,69,1.72,71,2.08,0.00
D,475,Taylor,4.0,4.0,Southampton,62,1.30,56,0.79,58,1.96,55,0.43,57,1.90,54,1.48,54,0.82,53,0.97,57,1.15,55,0.99,55,1.02,53,1.24,0.00
D,476,Walker-Peters,4.5,4.5,Southampton,54,1.23,56,0.81,51,1.83,55,0.43,53,1.85,52,1.50,55,0.87,54,1.04,52,1.13,53,1.01,55,1.09,54,1.33,0.00
D,477,Wood,4.0,4.0,Southampton,4,0.11,2,0.05,2,0.07,2,0.05,3,0.11,4,0.12,5,0.10,4,0.10,4,0.11,5,0.13,6,0.13,5,0.14,0.00
D,478,A.Phillips,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,479,Austin,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,480,Bentancur,5.0,5.0,Spurs,59,1.92,55,1.86,53,2.08,47,1.66,48,1.83,46,1.91,45,1.33,47,1.84,47,1.68,45,1.65,45,1.76,46,1.54,0.00
M,481,Bergvall,4.5,4.5,Spurs,15,0.81,15,0.85,15,0.96,14,0.74,10,0.63,12,0.77,12,0.55,12,0.69,13,0.72,13,0.75,13,0.80,14,0.75,0.00
M,482,Bissouma,4.9,4.9,Spurs,47,1.53,49,1.62,51,1.87,53,1.75,51,1.81,49,1.88,49,1.39,48,1.74,51,1.70,49,1.65,50,1.78,49,1.54,0.00
M,483,Bryan,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,484,Davies,4.4,4.4,Spurs,4,0.11,7,0.20,11,0.41,10,0.34,11,0.39,14,0.59,13,0.28,15,0.61,15,0.50,14,0.48,15,0.62,18,0.52,0.00
M,485,Devine,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,486,Dragusin,4.4,4.4,Spurs,10,0.30,16,0.47,18,0.71,22,0.76,22,0.81,24,1.11,25,0.49,25,1.07,28,0.97,27,0.89,28,1.11,26,0.72,0.00
